0., 0., 1.
1., 0., 0.
0., 0., 1.
0., 1., 0.
0., 0., 1.
1., 0., 0.
0., 1., 0.
0., 1., 0.
1., 0., 0.
1., 0., 0.
0., 1., 0.
1., 0., 0.
0., 0., 1.
0., 0., 1.
0., 0., 1.
1., 0., 0.
0., 0., 1.
0., 1., 0.

0.0000044 , 0.02532957, 0.98404602
0.9993805 , 0.00145144, 0.00000205
0.00000431, 0.02904541, 0.98437667
0.01898931, 0.89328458, 0.00671468
0.00002948, 0.21393109, 0.85702741
0.92466373, 0.13302016, 0.0000521 
0.00506195, 0.90689378, 0.01793406
0.00166966, 0.89090464, 0.04869942
0.96643423, 0.06974789, 0.00002892
0.99357486, 0.01286748, 0.00001039
0.00145988, 0.87292072, 0.05591199
0.98147031, 0.03556766, 0.00001947
0.00000221, 0.01610915, 0.99255537
0.00000344, 0.02323105, 0.98745799
0.00000183, 0.01281339, 0.99449717
0.98924522, 0.02315344, 0.00001152
0.00007256, 0.2541882 , 0.71772027
0.00424958, 0.87802681, 0.02066626
