0., 0., 1.
1., 0., 0.
0., 0., 1.
0., 1., 0.
0., 0., 1.
1., 0., 0.
0., 1., 0.
0., 1., 0.
1., 0., 0.
1., 0., 0.
0., 1., 0.
1., 0., 0.
0., 0., 1.
0., 0., 1.
0., 0., 1.
1., 0., 0.
0., 0., 1.
0., 1., 0.

0.00000201, 0.02270528, 0.9848072 
0.99967639, 0.00094781, 0.00000027
0.00000197, 0.02855306, 0.9855528 
0.01320007, 0.87693934, 0.00661214
0.00001674, 0.23556228, 0.8555363 
0.93608135, 0.11258489, 0.00001782
0.00350941, 0.89668587, 0.01632258
0.00111195, 0.87837902, 0.04700365
0.97524406, 0.05340157, 0.00000805
0.99568237, 0.00864853, 0.00000234
0.00095444, 0.85241686, 0.0528749 
0.9864873 , 0.02941435, 0.00000483
0.00000091, 0.01480321, 0.99386536
0.00000156, 0.02163884, 0.98856585
0.00000074, 0.01127947, 0.99571464
0.99346551, 0.02244121, 0.00000195
0.00004122, 0.24828976, 0.70418348
0.00292456, 0.85768586, 0.01710072
